,UNIQUEID,DRUG,SOURCE,METHOD_3,PHENOTYPE,METHOD_MIC
9856,site.05.subj.LS-1028.lab.MA-02370-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9857,site.05.subj.LR-3666.lab.CR-00770-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9858,site.05.subj.PSLM-0755.lab.SLM-007.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9859,site.05.subj.LS-1402.lab.LS-11108-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9860,site.05.subj.LR-2592.lab.FN-01537-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
9861,site.05.subj.PTAN-0331.lab.TAN-776.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
9862,site.05.subj.LR-3029.lab.CR-02058-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9863,site.05.subj.CA-1495.lab.CO-00934-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9864,site.05.subj.PTAN-0020.lab.TAN-049.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9865,site.05.subj.PMFR-0657.lab.MFR-005.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9866,site.05.subj.LR-2415.lab.FN-00847-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9867,site.05.subj.LS-1419.lab.SJ-00628-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9868,site.05.subj.LR-3402.lab.CR-01334-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
9869,site.05.subj.LR-3160.lab.CR-01121-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9870,site.05.subj.LR-2320.lab.FN-01067-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9871,site.05.subj.LR-2541.lab.FN-00508-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9872,site.05.subj.LR-2440.lab.FN-01409-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9873,site.05.subj.PLE-0891.lab.LE-371.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9874,site.05.subj.LR-3636.lab.CR-00544-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9875,site.05.subj.PTAN-0428.lab.TAN-793.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9876,site.05.subj.CA-0342.lab.CO-09756-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9877,site.05.subj.LR-2069.lab.FN-01006-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9878,site.05.subj.CA-0010.lab.CO-05173-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9879,site.05.subj.CA-0375.lab.CO-09785-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9880,site.05.subj.CA-0446.lab.CO-07847-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9881,site.05.subj.LS-1639.lab.LS-11141-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9882,site.05.subj.LR-2280.lab.FN-00386-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9883,site.05.subj.CA-0057.lab.CO-06484-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9884,site.05.subj.CA-0028.lab.CO-05290-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9885,site.05.subj.LR-2337.lab.FN-01461-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9886,site.05.subj.PSLM-0816.lab.SLM-077.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9887,site.05.subj.LS-1312.lab.LS-01068-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9888,site.05.subj.CA-0216.lab.CO-09636-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
9889,site.05.subj.PTAN-0409.lab.TAN-702.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9890,site.05.subj.CA-1343.lab.CO-02106-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9891,site.05.subj.PMOP-0631.lab.MOP-196.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9892,site.05.subj.CA-1716.lab.CO-10811-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9893,site.05.subj.LR-3297.lab.CR-01381-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9894,site.05.subj.LR-3769.lab.CR-01437-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9895,site.05.subj.LS-0766.lab.MA-02244-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9896,site.05.subj.CA-0335.lab.CO-08338-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9897,site.05.subj.CA-1529.lab.CO-02980-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
9898,site.05.subj.CA-1663.lab.CO-05998-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9899,site.05.subj.PMK-1027.lab.MK-1968.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9900,site.05.subj.LR-3786.lab.CR-01161-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9901,site.05.subj.CA-0958.lab.CO-13110-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9902,site.05.subj.LR-2343.lab.FN-01764-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9903,site.05.subj.PTAN-0295.lab.TAN-693.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9904,site.05.subj.LR-3086.lab.CR-01358-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9905,site.05.subj.PMK-1006.lab.MK-1675.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
9906,site.05.subj.LS-0800.lab.MA-06209-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9907,site.05.subj.LR-3691.lab.CR-01263-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9908,site.05.subj.LR-3195.lab.CR-00581-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9909,site.05.subj.CA-1488.lab.CO-14199-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9910,site.05.subj.LS-0359.lab.LS-08208-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9911,site.05.subj.LR-3801.lab.CR-00558-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
9912,site.05.subj.PMFR-0744.lab.MFR-252.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9913,site.05.subj.PMFR-0744.lab.MFR-252.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.06
9914,site.05.subj.PMOP-0563.lab.MOP-100.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9915,site.05.subj.PMOP-0563.lab.MOP-100.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.06
9916,site.05.subj.CA-0696.lab.CO-13193-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9917,site.05.subj.LR-2426.lab.FN-01116-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
9918,site.05.subj.PMK-0934.lab.MK-0288.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9919,site.05.subj.CA-0662.lab.CO-13134-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9920,site.05.subj.LR-2545.lab.FN-00580-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9921,site.05.subj.PMK-0973.lab.MK-1140.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9922,site.05.subj.PTAN-0203.lab.TAN-152.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9923,site.05.subj.LR-2338.lab.FN-01488-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
9924,site.05.subj.PTAN-0300.lab.TAN-705.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9925,site.05.subj.PMK-1019.lab.MK-1804.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9926,site.05.subj.LR-2479.lab.FN-01590-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9927,site.05.subj.LS-0461.lab.LS-07013-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9928,site.05.subj.LR-3169.lab.CR-00124-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
9929,site.05.subj.CA-1598.lab.CO-14243-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9930,site.05.subj.LS-1528.lab.LS-01737-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9931,site.05.subj.CA-1012.lab.CO-15309-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9932,site.05.subj.LR-2100.lab.FN-01461-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
9933,site.05.subj.CA-0009.lab.CO-05131-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9934,site.05.subj.LR-3273.lab.CR-00746-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
9935,site.05.subj.CA-0181.lab.CO-08483-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9936,site.05.subj.PPAR-0899.lab.PAR-860.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9937,site.05.subj.LS-0721.lab.LS-10126-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9938,site.05.subj.PMFR-0703.lab.MFR-137.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9939,site.05.subj.LS-1609.lab.MA-02827-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9940,site.05.subj.LR-3525.lab.CR-00454-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9941,site.05.subj.PTAN-0206.lab.TAN-172.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9942,site.05.subj.LR-2471.lab.FN-00228-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9943,site.05.subj.LR-3700.lab.CR-01333-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9944,site.05.subj.PTAN-0341.lab.TAN-348.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9945,site.05.subj.LR-2199.lab.FN-02066-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9946,site.05.subj.PMOP-0553.lab.MOP-087.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9947,site.05.subj.CA-1429.lab.CO-02689-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9948,site.05.subj.CA-1268.lab.CO-09535-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9949,site.05.subj.LR-3247.lab.CR-00261-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9950,site.05.subj.LR-2413.lab.FN-00537-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9951,site.05.subj.CA-0150.lab.CO-07615-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9952,site.05.subj.PTAN-0004.lab.TAN-007.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9953,site.05.subj.LS-1574.lab.MA-02653-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9954,site.05.subj.PTAN-0102.lab.TAN-316.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9955,site.05.subj.LS-0612.lab.SJ-06862-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9956,site.05.subj.LR-2573.lab.FN-01260-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9957,site.05.subj.LS-0829.lab.MA-05630-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9958,site.05.subj.CA-0960.lab.CO-13490-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9959,site.05.subj.LR-3220.lab.CR-01477-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9960,site.05.subj.LR-3189.lab.CR-01338-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
9961,site.05.subj.LR-2222.lab.FN-00488-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9962,site.05.subj.PSLM-0813.lab.SLM-074.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9963,site.05.subj.LS-0825.lab.MA-02504-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9964,site.05.subj.CA-1277.lab.CO-01698-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9965,site.05.subj.LR-3639.lab.CR-00606-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9966,site.05.subj.PTAN-0422.lab.TAN-754.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9967,site.05.subj.LS-0946.lab.MA-07124-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9968,site.05.subj.CA-0370.lab.CO-09043-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9969,site.05.subj.PSLM-0801.lab.SLM-060.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9970,site.05.subj.LR-3123.lab.CR-02214-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9971,site.05.subj.PMOP-0525.lab.MOP-043.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9972,site.05.subj.LR-3628.lab.CR-00398-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9973,site.05.subj.LR-2453.lab.FN-00736-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9974,site.05.subj.LR-2068.lab.FN-00987-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9975,site.05.subj.PMFR-0658.lab.MFR-007.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
9976,site.05.subj.CA-0885.lab.CO-14371-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9977,site.05.subj.LR-3032.lab.CR-00016-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
9978,site.05.subj.LR-3788.lab.CR-01359-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
9979,site.05.subj.CA-0047.lab.CO-05850-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9980,site.05.subj.PMK-0946.lab.MK-0608.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9981,site.05.subj.LR-3763.lab.CR-00418-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9982,site.05.subj.LR-3491.lab.CR-02144-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
9983,site.05.subj.LS-1219.lab.MA-02438-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9984,site.05.subj.LR-3720.lab.CR-01538-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
9985,site.05.subj.CA-1713.lab.CO-10614-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9986,site.05.subj.CA-1505.lab.CO-00325-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
9987,site.05.subj.PTAN-0226.lab.TAN-386.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9988,site.05.subj.PTAN-0226.lab.TAN-386.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.06
9989,site.05.subj.PLE-0872.lab.LE-007.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9990,site.05.subj.CA-1595.lab.CO-03960-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
9991,site.05.subj.CA-0901.lab.CO-15304-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9992,site.05.subj.CA-0901.lab.CO-15304-18.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.03
9993,site.05.subj.PTAN-0321.lab.TAN-753.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9994,site.05.subj.LR-3697.lab.CR-01329-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
9995,site.05.subj.LS-0835.lab.LS-10585-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
9996,site.05.subj.PTAN-0247.lab.TAN-565.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
9997,site.05.subj.PSLM-0811.lab.SLM-071.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
9998,site.05.subj.PSLM-0811.lab.SLM-071.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.06
9999,site.05.subj.LR-2313.lab.FN-00787-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10000,site.05.subj.CA-1022.lab.CO-16028-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10001,site.05.subj.PSLM-0756.lab.SLM-008.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
10002,site.05.subj.LS-1689.lab.MA-01876-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10003,site.05.subj.PMFR-0690.lab.MFR-090.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10004,site.05.subj.LR-3124.lab.CR-02231-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10005,site.05.subj.LR-3433.lab.CR-00681-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10006,site.05.subj.CA-1476.lab.CO-03419-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10007,site.05.subj.LR-3163.lab.CR-01680-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10008,site.05.subj.LS-0932.lab.MA-02698-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10009,site.05.subj.PTAN-0443.lab.TAN-185.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10010,site.05.subj.LR-3664.lab.CR-00767-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10011,site.05.subj.PTAN-0274.lab.TAN-648.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10012,site.05.subj.LR-3445.lab.CR-00406-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10013,site.05.subj.LS-0778.lab.MA-02202-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10014,site.05.subj.LR-3489.lab.CR-02084-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10015,site.05.subj.PMFR-0685.lab.MFR-083.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.12
10016,site.05.subj.LS-1502.lab.MA-00278-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10017,site.05.subj.LS-1707.lab.MA-04702-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10018,site.05.subj.PMFR-0683.lab.MFR-078.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10019,site.05.subj.LR-3410.lab.CR-01324-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10020,site.05.subj.PTAN-0079.lab.TAN-248.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10021,site.05.subj.LS-1377.lab.MA-00338-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.12
10022,site.05.subj.LR-2557.lab.FN-02246-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10023,site.05.subj.CA-0629.lab.CO-12213-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10024,site.05.subj.CA-1678.lab.CO-07461-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10025,site.05.subj.LR-3761.lab.CR-00401-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10026,site.05.subj.CA-1365.lab.CO-02554-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10027,site.05.subj.PHO-0893.lab.HO-099.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10028,site.05.subj.LR-3711.lab.CR-01422-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10029,site.05.subj.LS-0947.lab.MA-07267-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10030,site.05.subj.LR-3112.lab.CR-01992-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10031,site.05.subj.CA-1725.lab.CO-12114-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10032,site.05.subj.PTAN-0352.lab.TAN-379.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10033,site.05.subj.PTAN-0240.lab.TAN-580.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10034,site.05.subj.CA-1235.lab.CO-01071-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10035,site.05.subj.LR-2350.lab.FN-00293-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10036,site.05.subj.PTAN-0110.lab.TAN-334.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10037,site.05.subj.LR-3335.lab.CR-00037-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10038,site.05.subj.LR-3472.lab.CR-01305-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10039,site.05.subj.LR-2064.lab.FN-00872-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10040,site.05.subj.LS-1578.lab.LS-01204-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10041,site.05.subj.LR-3478.lab.CR-01746-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10042,site.05.subj.LR-3309.lab.CR-01698-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10043,site.05.subj.LR-3182.lab.CR-01196-17.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.06
10044,site.05.subj.CA-0632.lab.CO-12299-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10045,site.05.subj.LR-2481.lab.FN-02075-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10046,site.05.subj.LR-2006.lab.FN-00141-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10047,site.05.subj.PTAN-0128.lab.TAN-389.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10048,site.05.subj.LR-2099.lab.FN-01441-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10049,site.05.subj.LR-3118.lab.CR-02065-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10050,site.05.subj.PTAN-0155.lab.TAN-462.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10051,site.05.subj.PTAN-0326.lab.TAN-768.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10052,site.05.subj.LR-2182.lab.FN-00898-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10053,site.05.subj.LR-2366.lab.FN-01410-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10054,site.05.subj.LS-1706.lab.MA-02114-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10055,site.05.subj.LR-2408.lab.FN-00931-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10056,site.05.subj.LR-3313.lab.CR-01703-16.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10057,site.05.subj.PMFR-0695.lab.MFR-107.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10058,site.05.subj.LR-2580.lab.FN-00403-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10059,site.05.subj.PTAN-0343.lab.TAN-356.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10060,site.05.subj.CA-0214.lab.CO-09482-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10061,site.05.subj.LR-3370.lab.CR-01177-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.03
10062,site.05.subj.CA-0915.lab.CO-15367-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10063,site.05.subj.LS-1741.lab.MA-01434-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10064,site.05.subj.LR-2252.lab.FN-00453-17.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10065,site.05.subj.PMOP-0527.lab.MOP-045.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10066,site.05.subj.LS-0360.lab.LS-08951-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10067,site.05.subj.CA-0120.lab.CO-07888-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10068,site.05.subj.LR-3142.lab.CR-00856-15.iso.1,BDQ,CRyPTIC2,UKMYC6,S,<=0.008
10069,site.05.subj.PTAN-0005.lab.TAN-010.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10070,site.05.subj.CA-0002.lab.CO-04808-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10071,site.05.subj.CA-1565.lab.CO-00594-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10072,site.05.subj.PMK-1046.lab.MK-2335.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10073,site.05.subj.CA-0175.lab.CO-07480-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10074,site.05.subj.LR-3188.lab.CR-01247-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10075,site.05.subj.LR-3647.lab.CR-00717-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.12
10076,site.05.subj.PTAN-0013.lab.TAN-033.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10077,site.05.subj.PTAN-0184.lab.TAN-537.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10078,site.05.subj.PTAN-0447.lab.TAN-268.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10079,site.05.subj.PTAN-0432.lab.TAN-052.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10080,site.05.subj.PTAN-0324.lab.TAN-760.iso.1,BDQ,CRyPTIC,UKMYC5,S,<=0.015
10081,site.05.subj.PTAN-0361.lab.TAN-435.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10082,site.05.subj.LR-2480.lab.FN-02043-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10083,site.05.subj.LS-0504.lab.LS-09374-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10084,site.05.subj.LS-1644.lab.MA-00546-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.06
10085,site.05.subj.LS-1290.lab.MA-02761-18.iso.2,BDQ,CRyPTIC2,UKMYC6,S,0.03
10086,site.05.subj.LS-0929.lab.LS-10687-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10087,site.05.subj.PMK-1034.lab.MK-2083.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.03
10088,site.05.subj.LS-0803.lab.MA-02330-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10089,site.05.subj.LR-3011.lab.CR-01688-15.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
10090,site.05.subj.LR-3686.lab.CR-01218-18.iso.1,BDQ,CRyPTIC2,UKMYC6,S,0.015
10091,site.05.subj.PMFR-0741.lab.MFR-244.iso.1,BDQ,CRyPTIC,UKMYC5,S,0.06
10092,site.05.subj.LS-0754.lab.MA-02014-18.iso.1,BDQ,CRyPTIC,UKMYC6,S,<=0.008
10093,site.05.subj.LS-1645.lab.MA-00687-19.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.03
10094,site.05.subj.LR-3119.lab.CR-02068-16.iso.1,BDQ,CRyPTIC,UKMYC6,S,0.015
